Mstar (Msun),Age log(years),Age (Myr),Teff (K),log(L/Lsun),logg (g/cm^3),Rstar (Rsun)
1.2,7.319947,20.89041175,6011,0.371,4.215,1.415
1.2,7.330079,21.38351029,6060,0.373,4.227,1.395
1.2,7.339223,21.8385098,6098,0.367,4.244,1.369
1.2,7.349023,22.33690515,6126,0.353,4.266,1.335
1.2,7.359287,22.87109722,6142,0.33,4.293,1.294
1.2,7.370208,23.45351824,6143,0.3,4.324,1.249
1.2,7.379247,23.94677314,6135,0.273,4.349,1.214
1.2,7.390395,24.56942541,6118,0.241,4.375,1.177
1.2,7.402504,25.26410979,6095,0.213,4.397,1.148
1.2,7.412538,25.85461053,6077,0.197,4.408,1.133
1.2,7.418982,26.24109781,6068,0.19,4.413,1.127
1.2,7.435548,27.26139026,6053,0.181,4.417,1.121
1.2,7.446058,27.9291681,6049,0.181,4.417,1.122
1.2,7.458345,28.73062013,6049,0.183,4.414,1.125
1.2,7.472644,29.69231095,6050,0.186,4.411,1.129
1.2,7.489203,30.84629446,6052,0.19,4.408,1.133
1.2,7.508276,32.23116475,6057,0.194,4.406,1.137
1.2,7.53011,33.89299909,6062,0.197,4.404,1.139
1.2,7.554938,35.88706985,6070,0.202,4.402,1.142
1.2,7.582973,38.28009439,6078,0.205,4.401,1.143
1.2,7.614388,41.15172076,6090,0.21,4.399,1.145
1.2,7.649311,44.59754989,6105,0.216,4.397,1.147
1.2,7.68782,48.73264683,6120,0.221,4.396,1.149
1.2,7.729931,53.69464804,6133,0.226,4.395,1.15
1.2,7.775605,59.64925173,6144,0.23,4.395,1.151
1.2,7.824741,66.79454564,6152,0.232,4.394,1.151
1.2,7.877193,75.36904285,6159,0.235,4.394,1.152
1.2,7.93277,85.65840828,6164,0.236,4.394,1.152
1.2,7.991252,98.00585008,6167,0.237,4.394,1.152
1.2,8.052394,112.8220535,6170,0.239,4.393,1.153
1.2,8.115953,130.602954,6172,0.24,4.392,1.154
1.2,8.181669,151.9389077,6174,0.241,4.391,1.155
1.2,8.249301,177.5419559,6175,0.243,4.39,1.157
1.2,8.318618,208.2658197,6177,0.244,4.389,1.158
1.2,8.380128,239.9540033,6178,0.246,4.388,1.16
1.2,8.433997,271.6420504,6178,0.247,4.386,1.162
1.2,8.481915,303.329745,6179,0.249,4.385,1.164
1.2,8.525068,335.0178907,6180,0.251,4.384,1.165
1.2,8.564318,366.7059866,6180,0.252,4.382,1.167
1.2,8.600313,398.3941934,6180,0.253,4.381,1.169
1.2,8.633551,430.081736,6181,0.255,4.38,1.171
1.2,8.664426,461.7703036,6181,0.256,4.379,1.172
1.2,8.693251,493.4589156,6181,0.258,4.377,1.174
1.2,8.720281,525.1471344,6182,0.259,4.376,1.176
1.2,8.745727,556.8356088,6182,0.261,4.374,1.178
1.2,8.769763,588.5224036,6182,0.262,4.373,1.18
1.2,8.792539,620.2103365,6182,0.263,4.372,1.182
1.2,8.81418,651.8985274,6183,0.265,4.37,1.183
1.2,8.834794,683.5873227,6183,0.266,4.369,1.185
1.2,8.854473,715.2749242,6183,0.268,4.368,1.187
1.2,8.873299,746.9628451,6184,0.269,4.366,1.189
1.2,8.891343,778.6512767,6184,0.271,4.365,1.191
1.2,8.908667,810.339483,6184,0.272,4.364,1.193
1.2,8.925327,842.0289047,6185,0.274,4.362,1.195
1.2,8.94137,873.7154189,6185,0.275,4.361,1.197
1.2,8.956842,905.4031477,6186,0.277,4.359,1.198
1.2,8.971782,937.0915031,6186,0.278,4.358,1.2
1.2,8.986225,968.7796332,6186,0.28,4.357,1.202
1.2,9.000204,1000.469838,6187,0.281,4.355,1.204
1.2,9.013747,1032.159942,6187,0.283,4.354,1.206
1.2,9.026876,1063.839227,6188,0.284,4.352,1.208
1.2,9.039624,1095.529307,6188,0.286,4.351,1.21
1.2,9.052009,1127.220816,6189,0.287,4.35,1.212
1.2,9.06405,1158.910773,6189,0.289,4.348,1.214
1.2,9.075766,1190.600334,6190,0.29,4.347,1.216
1.2,9.087171,1222.280829,6190,0.292,4.345,1.218
1.2,9.098287,1253.969577,6191,0.294,4.344,1.22
1.2,9.109126,1285.659609,6191,0.295,4.342,1.222
1.2,9.119701,1317.349467,6192,0.297,4.341,1.224
1.2,9.130025,1349.040537,6192,0.298,4.339,1.226
1.2,9.140109,1380.730759,6193,0.3,4.338,1.229
1.2,9.149961,1412.410703,6193,0.302,4.336,1.231
1.2,9.159597,1444.099109,6194,0.303,4.335,1.233
1.2,9.169025,1475.791484,6194,0.305,4.333,1.235
1.2,9.178252,1507.481531,6195,0.307,4.332,1.237
1.2,9.187287,1539.171453,6195,0.308,4.33,1.239
1.2,9.196135,1570.851026,6196,0.31,4.329,1.241
1.2,9.204809,1602.540448,6196,0.312,4.327,1.244
1.2,9.213313,1634.229328,6197,0.313,4.326,1.246
1.2,9.221654,1665.919455,6197,0.315,4.324,1.248
1.2,9.229838,1697.610294,6198,0.317,4.323,1.25
1.2,9.237868,1729.290677,6198,0.319,4.321,1.253
1.2,9.245754,1760.978282,6199,0.32,4.32,1.255
1.2,9.2535,1792.668552,6199,0.322,4.318,1.257
1.2,9.261111,1824.361926,6200,0.324,4.316,1.26
1.2,9.26859,1856.051404,6200,0.325,4.315,1.262
1.2,9.27594,1887.730531,6201,0.327,4.313,1.264
1.2,9.28317,1919.41993,6201,0.329,4.311,1.267
1.2,9.290282,1951.111102,6201,0.331,4.31,1.269
1.2,9.297279,1982.80041,6202,0.332,4.308,1.271
1.2,9.304165,2014.489463,6202,0.334,4.306,1.274
1.2,9.310942,2046.171352,6202,0.336,4.305,1.276
1.2,9.317616,2077.858647,6203,0.338,4.303,1.279
1.2,9.32419,2109.550858,6203,0.34,4.301,1.281
1.2,9.330665,2141.238286,6203,0.341,4.3,1.284
1.2,9.337046,2172.931321,6204,0.343,4.298,1.287
1.2,9.343334,2204.621305,6204,0.345,4.296,1.289
1.2,9.34953,2236.299671,6204,0.347,4.294,1.292
1.2,9.355641,2267.989293,6204,0.349,4.293,1.294
1.2,9.361667,2299.677838,6204,0.35,4.291,1.297
1.2,9.367611,2331.368907,6204,0.352,4.289,1.3
1.2,9.373475,2363.061366,6204,0.354,4.287,1.302
1.2,9.379258,2394.737969,6204,0.356,4.285,1.305
1.2,9.384968,2426.431302,6204,0.358,4.284,1.308
1.2,9.390603,2458.119545,6204,0.359,4.282,1.311
1.2,9.396166,2489.808814,6204,0.361,4.28,1.314
1.2,9.401659,2521.50016,6204,0.363,4.278,1.317
1.2,9.407081,2553.17745,6204,0.365,4.276,1.32
1.2,9.412439,2584.871749,6204,0.367,4.274,1.323
1.2,9.417731,2616.56182,6204,0.369,4.272,1.326
1.2,9.422959,2648.250116,6204,0.371,4.27,1.329
1.2,9.428125,2679.939562,6203,0.373,4.268,1.332
1.2,9.433229,2711.621071,6203,0.375,4.266,1.335
1.2,9.438275,2743.310716,6202,0.377,4.264,1.338
1.2,9.443263,2775.00008,6202,0.379,4.262,1.341
1.2,9.448194,2806.687109,6201,0.38,4.26,1.344
1.2,9.453071,2838.383019,6200,0.382,4.258,1.347
1.2,9.457892,2870.066767,6199,0.384,4.256,1.35
1.2,9.46266,2901.750046,6198,0.385,4.254,1.353
1.2,9.467377,2933.438584,6196,0.387,4.252,1.356
1.2,9.472044,2965.131783,6195,0.389,4.25,1.36
1.2,9.476661,2996.822357,6193,0.39,4.248,1.363
1.2,9.481229,3028.509916,6191,0.392,4.246,1.366
1.2,9.485748,3060.18724,6189,0.393,4.244,1.369
1.2,9.490223,3091.882634,6187,0.395,4.242,1.372
1.2,9.494651,3123.568252,6184,0.396,4.24,1.376
1.2,9.499035,3155.258897,6182,0.397,4.238,1.379
1.2,9.503375,3186.948166,6181,0.4,4.235,1.383
1.2,9.507671,3218.629593,6178,0.401,4.233,1.386
1.2,9.511926,3250.319101,6174,0.402,4.231,1.389
1.2,9.51614,3282.010756,6170,0.402,4.229,1.392
1.2,9.519963,3311.029118,6170,0.406,4.226,1.397
1.2,9.523123,3335.208585,6172,0.409,4.223,1.403
1.2,9.526886,3364.232485,6172,0.411,4.221,1.405
1.2,9.530956,3395.908656,6168,0.412,4.219,1.408
1.2,9.53499,3427.598941,6164,0.412,4.217,1.411
1.2,9.538987,3459.290228,6158,0.413,4.215,1.415
1.2,9.542947,3490.9771,6153,0.414,4.213,1.418
1.2,9.546872,3522.670318,6147,0.414,4.211,1.422
1.2,9.550761,3554.356622,6141,0.415,4.209,1.426
1.2,9.554615,3586.03893,6136,0.416,4.206,1.43
1.2,9.557802,3612.451292,6132,0.417,4.204,1.434
1.2,9.561595,3644.139553,6127,0.418,4.201,1.438
1.2,9.565355,3675.826463,6121,0.419,4.199,1.441
1.2,9.569082,3707.507174,6114,0.419,4.197,1.445
1.2,9.572503,3736.827067,6108,0.42,4.194,1.449
1.2,9.575332,3761.248261,6104,0.421,4.192,1.453
1.2,9.577677,3781.612284,6105,0.425,4.189,1.459
1.2,9.580472,3806.028184,6104,0.426,4.187,1.462
1.2,9.583804,3835.341149,6099,0.426,4.185,1.465
1.2,9.587273,3866.099259,6092,0.427,4.183,1.468
1.2,9.59048,3894.753713,6085,0.427,4.181,1.473
1.2,9.593448,3921.461901,6078,0.427,4.178,1.477
1.2,9.596204,3946.42633,6071,0.428,4.176,1.48
1.2,9.598773,3969.839969,6065,0.428,4.174,1.484
1.2,9.601176,3991.86642,6059,0.428,4.172,1.487
1.2,9.603429,4012.62893,6053,0.428,4.17,1.491
1.2,9.605546,4032.236532,6048,0.429,4.168,1.494
1.2,9.607542,4050.811181,6043,0.429,4.166,1.497
1.2,9.609426,4068.422055,6038,0.429,4.165,1.5
1.2,9.611207,4085.140521,6033,0.43,4.163,1.502
1.2,9.612895,4101.049393,6029,0.43,4.162,1.505
1.2,9.614498,4116.214517,6025,0.43,4.16,1.508
1.2,9.616019,4130.655728,6021,0.43,4.159,1.51
1.2,9.617465,4144.431825,6018,0.431,4.158,1.512
1.2,9.618841,4157.583689,6014,0.431,4.156,1.514
1.2,9.620152,4170.153103,6011,0.431,4.155,1.516
1.2,9.621403,4182.182689,6008,0.432,4.154,1.518
1.2,9.622597,4193.696528,6006,0.432,4.153,1.52
1.2,9.623744,4204.786992,6003,0.432,4.152,1.522
1.2,9.624842,4215.431146,6001,0.433,4.151,1.524
1.2,9.625892,4225.635184,5998,0.433,4.15,1.526
1.2,9.626901,4235.464051,5996,0.433,4.149,1.528
1.2,9.627867,4244.895467,5994,0.434,4.148,1.529
1.2,9.628795,4253.975653,5992,0.434,4.147,1.531
1.2,9.629689,4262.741529,5990,0.434,4.146,1.532
1.2,9.630547,4271.171402,5989,0.435,4.145,1.534
1.2,9.631373,4279.302624,5987,0.435,4.144,1.535
1.2,9.632167,4287.133426,5986,0.435,4.144,1.537
1.2,9.632933,4294.701659,5984,0.436,4.143,1.538
1.2,9.63367,4301.995978,5983,0.436,4.142,1.539
1.2,9.634382,4309.054629,5982,0.437,4.141,1.541
1.2,9.635068,4315.866476,5981,0.437,4.141,1.542
1.2,9.63573,4322.450216,5980,0.437,4.14,1.543
1.2,9.63637,4328.82471,5979,0.438,4.139,1.544
1.2,9.636987,4334.97902,5978,0.438,4.139,1.545
1.2,9.637584,4340.942168,5977,0.438,4.138,1.546
1.2,9.638159,4346.693323,5977,0.439,4.137,1.548
1.2,9.638714,4352.251664,5976,0.439,4.137,1.549
1.2,9.639249,4357.616433,5976,0.44,4.136,1.55
1.2,9.639768,4362.827079,5976,0.44,4.136,1.551
1.2,9.640269,4367.862919,5976,0.441,4.135,1.552
1.2,9.640753,4372.733402,5976,0.442,4.135,1.553
1.2,9.641221,4377.448043,5976,0.442,4.134,1.554
1.2,9.641674,4382.016414,5976,0.443,4.133,1.555
1.2,9.642113,4386.448149,5976,0.443,4.133,1.556
1.2,9.642538,4390.742822,5976,0.444,4.132,1.557
1.2,9.642948,4394.889903,5976,0.444,4.132,1.557
1.2,9.643346,4398.919353,5977,0.445,4.131,1.558
1.2,9.643731,4402.820703,5977,0.445,4.131,1.559
1.2,9.644104,4406.603753,5977,0.446,4.131,1.56
1.2,9.644463,4410.247881,5978,0.447,4.13,1.561
1.2,9.644813,4413.803554,5978,0.447,4.13,1.562
1.2,9.64515,4417.229867,5979,0.448,4.129,1.562
1.2,9.645477,4420.557052,5980,0.449,4.129,1.563
1.2,9.645795,4423.795067,5981,0.449,4.128,1.564
1.2,9.646102,4426.923325,5982,0.45,4.128,1.565
1.2,9.646399,4429.951791,5983,0.451,4.127,1.565
1.2,9.646688,4432.90067,5983,0.451,4.127,1.566
1.2,9.646967,4435.749375,5985,0.452,4.127,1.567
1.2,9.647239,4438.528369,5985,0.453,4.126,1.568
1.2,9.647502,4441.217066,5987,0.453,4.126,1.568
1.2,9.647757,4443.825533,5988,0.454,4.126,1.569
1.2,9.648005,4446.363865,5989,0.455,4.125,1.57
1.2,9.648246,4448.831939,5990,0.455,4.125,1.57
1.2,9.648479,4451.219388,5991,0.456,4.124,1.571
1.2,9.648705,4453.536336,5993,0.457,4.124,1.572
1.2,9.648925,4455.792929,5994,0.458,4.124,1.572
1.2,9.649138,4457.978812,5996,0.459,4.123,1.573
1.2,9.649345,4460.104147,5997,0.46,4.123,1.574
1.2,9.649545,4462.158574,5999,0.461,4.122,1.575
1.2,9.649739,4464.152273,6001,0.461,4.122,1.575
1.2,9.649927,4466.08516,6002,0.462,4.122,1.576
1.2,9.65011,4467.967444,6004,0.463,4.121,1.577
1.2,9.650288,4469.799062,6006,0.464,4.121,1.577
1.2,9.65046,4471.569652,6007,0.465,4.121,1.578
1.2,9.650627,4473.289443,6009,0.465,4.12,1.579
1.2,9.650789,4474.958375,6010,0.466,4.12,1.579
1.2,9.650947,4476.586699,6012,0.467,4.12,1.58
1.2,9.6511,4478.164058,6014,0.468,4.119,1.58
1.2,9.651247,4479.680084,6015,0.469,4.119,1.581
1.2,9.65139,4481.15535,6017,0.47,4.118,1.582
1.2,9.65153,4482.600136,6019,0.471,4.118,1.583
1.2,9.651666,4484.004089,6021,0.472,4.117,1.584
1.3,5.694626,0.495023709,4596,0.688,3.466,3.488
1.3,5.701203,0.502577452,4596,0.684,3.471,3.469
1.3,5.714366,0.518043227,4597,0.674,3.481,3.431
1.3,5.720957,0.525965187,4597,0.67,3.485,3.412
1.3,5.734147,0.542184378,4598,0.66,3.495,3.375
1.3,5.740751,0.550491985,4598,0.656,3.5,3.356
1.3,5.753972,0.567508016,4599,0.646,3.509,3.32
1.3,5.760589,0.576220891,4599,0.642,3.514,3.301
1.3,5.773839,0.594071886,4599,0.632,3.524,3.265
1.3,5.780471,0.603213427,4600,0.628,3.528,3.247
1.3,5.793751,0.621943595,4600,0.618,3.538,3.212
1.3,5.800399,0.631537291,4600,0.614,3.543,3.194
1.3,5.813712,0.651196414,4600,0.604,3.552,3.16
1.3,5.820381,0.661273319,4600,0.599,3.557,3.142
1.3,5.833731,0.681916188,4600,0.59,3.567,3.108
1.3,5.840419,0.69249876,4600,0.585,3.571,3.091
1.3,5.853813,0.714188742,4601,0.576,3.581,3.057
1.3,5.860522,0.725307219,4600,0.571,3.586,3.041
1.3,5.873962,0.74810404,4600,0.561,3.595,3.007
1.3,5.880694,0.759790747,4600,0.557,3.6,2.991
1.3,5.894183,0.783759828,4600,0.547,3.609,2.958
1.3,5.900938,0.796045699,4600,0.542,3.614,2.942
1.3,5.914474,0.821247386,4599,0.532,3.624,2.91
1.3,5.921254,0.834168911,4599,0.528,3.628,2.894
1.3,5.934834,0.860664718,4599,0.518,3.638,2.863
1.3,5.941637,0.874252736,4599,0.513,3.643,2.847
1.3,5.955262,0.902115199,4598,0.503,3.652,2.816
1.3,5.962088,0.91640616,4598,0.499,3.657,2.801
1.3,5.975759,0.945712218,4598,0.489,3.667,2.77
1.3,5.982609,0.960746918,4597,0.484,3.671,2.755
1.3,5.989462,0.976027378,4597,0.479,3.676,2.74
1.3,6.003198,1.007390846,4596,0.469,3.686,2.71
1.3,6.010075,1.023469724,4596,0.464,3.69,2.695
1.3,6.023857,1.056469589,4595,0.455,3.7,2.666
1.3,6.030758,1.073391125,4595,0.45,3.705,2.651
1.3,6.044591,1.108130733,4594,0.44,3.714,2.622
1.3,6.051523,1.125960098,4594,0.435,3.719,2.608
1.3,6.065408,1.162540255,4593,0.425,3.729,2.579
1.3,6.072368,1.181321206,4593,0.42,3.733,2.565
1.3,6.07934,1.200438734,4592,0.415,3.738,2.551
1.3,6.09331,1.239681157,4592,0.405,3.748,2.523
1.3,6.100308,1.259818554,4591,0.4,3.752,2.509
1.3,6.114344,1.301199836,4590,0.391,3.762,2.482
1.3,6.121379,1.322449205,4590,0.386,3.767,2.468
1.3,6.135486,1.366111037,4589,0.376,3.776,2.441
1.3,6.142555,1.388529145,4589,0.371,3.781,2.428
1.3,6.149638,1.411360635,4588,0.366,3.786,2.414
1.3,6.162636,1.454239712,4588,0.357,3.795,2.39
1.3,6.173361,1.490599599,4587,0.349,3.802,2.37
1.3,6.182509,1.52233068,4586,0.343,3.808,2.354
1.3,6.190715,1.551368611,4586,0.337,3.814,2.339
1.3,6.202417,1.593738265,4585,0.329,3.821,2.318
1.3,6.210364,1.623169973,4585,0.324,3.827,2.304
1.3,6.221956,1.667078306,4584,0.316,3.834,2.283
1.3,6.229474,1.696188053,4584,0.311,3.839,2.27
1.3,6.240721,1.740688259,4584,0.303,3.847,2.251
1.3,6.250044,1.778459583,4583,0.297,3.853,2.235
1.3,6.259367,1.81705051,4583,0.291,3.859,2.219
1.3,6.269015,1.857868622,4582,0.284,3.866,2.203
1.3,6.279389,1.902781849,4582,0.277,3.872,2.186
1.3,6.289196,1.946238234,4582,0.271,3.879,2.17
1.3,6.300382,1.997018095,4581,0.263,3.886,2.151
1.3,6.310285,2.043078248,4581,0.257,3.892,2.136
1.3,6.32384,2.107851446,4581,0.248,3.901,2.114
1.3,6.330128,2.138592306,4581,0.244,3.905,2.104
1.3,6.344534,2.210721322,4581,0.235,3.914,2.082
1.3,6.3517,2.24750155,4581,0.23,3.919,2.071
1.3,6.365952,2.322480092,4581,0.221,3.928,2.05
1.3,6.373037,2.360679344,4581,0.217,3.932,2.04
1.3,6.380095,2.399357711,4581,0.212,3.937,2.029
1.3,6.394136,2.478197988,4582,0.204,3.946,2.009
1.3,6.40112,2.518372684,4582,0.199,3.95,1.999
1.3,6.415012,2.600231409,4582,0.191,3.959,1.979
1.3,6.42192,2.641922052,4583,0.187,3.963,1.969
1.3,6.43566,2.72684216,4583,0.179,3.971,1.95
1.3,6.442492,2.770078012,4584,0.175,3.976,1.941
1.3,6.449299,2.813837415,4584,0.171,3.98,1.932
1.3,6.462834,2.902912865,4586,0.163,3.988,1.913
1.3,6.469563,2.948241126,4586,0.159,3.992,1.904
1.3,6.482939,3.04045794,4588,0.152,4,1.887
1.3,6.489589,3.087372276,4588,0.148,4.004,1.878
1.3,6.502804,3.182760796,4590,0.141,4.012,1.861
1.3,6.509372,3.231260711,4591,0.137,4.016,1.853
1.3,6.522423,3.329837194,4592,0.13,4.023,1.837
1.3,6.535366,3.430567745,4594,0.123,4.031,1.821
1.3,6.541796,3.481737299,4595,0.12,4.035,1.813
1.3,6.554574,3.585700403,4597,0.113,4.042,1.798
1.3,6.560922,3.638496823,4599,0.11,4.046,1.79
1.3,6.573539,3.745751827,4601,0.104,4.053,1.775
1.3,6.579806,3.800196031,4603,0.101,4.056,1.768
1.3,6.592261,3.910758519,4606,0.095,4.063,1.754
1.3,6.604608,4.023537006,4609,0.089,4.07,1.74
1.3,6.61074,4.080750101,4611,0.087,4.074,1.734
1.3,6.62292,4.196816686,4614,0.081,4.08,1.72
1.3,6.634988,4.315071537,4618,0.076,4.087,1.707
1.3,6.640978,4.374999422,4620,0.074,4.09,1.701
1.3,6.65287,4.496452397,4624,0.069,4.096,1.689
1.3,6.664645,4.620032174,4629,0.065,4.103,1.677
1.3,6.670488,4.682610127,4631,0.062,4.106,1.671
1.3,6.682085,4.809334674,4636,0.058,4.112,1.659
1.3,6.693563,4.938135471,4642,0.054,4.117,1.648
1.3,6.699258,5.003316772,4644,0.053,4.12,1.643
1.3,6.710558,5.135207536,4650,0.049,4.126,1.632
1.3,6.721741,5.269155313,4656,0.046,4.132,1.622
1.3,6.732804,5.40510332,4662,0.043,4.137,1.612
1.3,6.743747,5.543027076,4669,0.04,4.142,1.602
1.3,6.749174,5.612728048,4673,0.039,4.145,1.597
1.3,6.759936,5.753551436,4680,0.037,4.15,1.588
1.3,6.770577,5.89626508,4687,0.035,4.154,1.579
1.3,6.781094,6.04079364,4695,0.033,4.159,1.571
1.3,6.791488,6.187112317,4704,0.031,4.164,1.563
1.3,6.801758,6.335166012,4713,0.03,4.168,1.555
1.3,6.811903,6.484895767,4722,0.029,4.172,1.547
1.3,6.821921,6.636223437,4732,0.029,4.176,1.54
1.3,6.831815,6.789143683,4742,0.029,4.18,1.533
1.3,6.841582,6.94355692,4752,0.029,4.184,1.526
1.3,6.851222,7.099405783,4763,0.029,4.188,1.52
1.3,6.860736,7.256647045,4775,0.03,4.191,1.514
1.3,6.870124,7.415219308,4786,0.031,4.195,1.508
1.3,6.879386,7.575058655,4799,0.032,4.198,1.503
1.3,6.893043,7.817051983,4817,0.034,4.202,1.495
1.3,6.901992,7.979799878,4830,0.036,4.205,1.491
1.3,6.910816,8.143591868,4843,0.039,4.207,1.486
1.3,6.919514,8.308335012,4857,0.041,4.21,1.482
1.3,6.932326,8.557088035,4879,0.046,4.213,1.477
1.3,6.940712,8.723926541,4894,0.049,4.215,1.474
1.3,6.948974,8.891478855,4910,0.053,4.216,1.471
1.3,6.961136,9.143995423,4936,0.06,4.219,1.467
1.3,6.96909,9.313008514,4954,0.065,4.22,1.465
1.3,6.980792,9.567357447,4982,0.073,4.222,1.462
1.3,6.992216,9.82236345,5010,0.082,4.223,1.46
1.3,6.999682,9.992680459,5029,0.088,4.223,1.459
1.3,7.01066,10.24849279,5058,0.097,4.224,1.458
1.3,7.02138,10.50461162,5088,0.107,4.224,1.458
1.3,7.031857,10.76110825,5120,0.119,4.224,1.458
1.3,7.041929,11.01359241,5152,0.13,4.223,1.46
1.3,7.051527,11.25970468,5185,0.142,4.222,1.462
1.3,7.060671,11.4992893,5217,0.155,4.22,1.464
1.3,7.069387,11.73240375,5250,0.167,4.219,1.467
1.3,7.080399,12.033695,5293,0.184,4.216,1.472
1.3,7.090783,12.32488853,5336,0.202,4.213,1.477
1.3,7.100519,12.60430779,5378,0.219,4.209,1.484
1.3,7.1097,12.87359968,5418,0.236,4.204,1.491
1.3,7.120317,13.19219311,5466,0.258,4.199,1.501
1.3,7.130092,13.49248674,5512,0.278,4.192,1.513
1.3,7.139085,13.77479042,5555,0.299,4.185,1.525
1.3,7.150492,14.14138675,5612,0.327,4.175,1.543
1.3,7.159299,14.43108551,5657,0.349,4.166,1.558
1.3,7.169824,14.78509094,5714,0.378,4.155,1.579
1.3,7.179184,15.10720074,5767,0.404,4.145,1.597
1.3,7.189617,15.47451335,5830,0.434,4.134,1.617
1.3,7.198979,15.81171581,5889,0.46,4.126,1.632
1.3,7.209188,16.18780633,5958,0.486,4.12,1.644
1.3,7.219275,16.56818747,6029,0.509,4.118,1.648
1.3,7.229367,16.95770204,6100,0.527,4.12,1.644
1.3,7.239114,17.34259172,6167,0.539,4.127,1.63
1.3,7.249039,17.74348812,6232,0.544,4.14,1.606
1.3,7.259587,18.17971205,6291,0.539,4.162,1.567
1.3,7.269497,18.59931715,6330,0.522,4.189,1.518
1.3,7.279432,19.02970255,6349,0.494,4.222,1.462
1.3,7.289004,19.45377999,6349,0.461,4.255,1.406
1.3,7.299529,19.93099591,6334,0.421,4.291,1.35
1.3,7.3096,20.398583,6311,0.386,4.319,1.307
1.3,7.321453,20.96297904,6282,0.356,4.342,1.273
1.3,7.331277,21.44257807,6264,0.341,4.352,1.258
1.3,7.345046,22.13329131,6251,0.333,4.356,1.253
1.3,7.353828,22.5854111,6248,0.334,4.354,1.255
1.3,7.364136,23.1278893,6249,0.337,4.351,1.259
1.3,7.37619,23.77880361,6254,0.343,4.347,1.265
1.3,7.390228,24.5599795,6261,0.349,4.343,1.271
1.3,7.406496,25.49740604,6271,0.355,4.34,1.276
1.3,7.425246,26.62232617,6281,0.36,4.337,1.28
1.3,7.446727,27.97222417,6296,0.366,4.335,1.282
1.3,7.471174,29.59197831,6314,0.373,4.334,1.285
1.3,7.498805,31.53588331,6335,0.38,4.332,1.287
1.3,7.528289,33.75118302,6358,0.387,4.332,1.288
1.3,7.557747,36.11993832,6380,0.393,4.331,1.289
1.3,7.587214,38.65574075,6398,0.398,4.331,1.289
1.3,7.620123,41.69874651,6413,0.401,4.332,1.287
1.3,7.65658,45.35028284,6423,0.403,4.333,1.285
1.3,7.696638,49.73223762,6430,0.403,4.335,1.284
1.3,7.740287,54.99041535,6435,0.404,4.335,1.283
1.3,7.787463,61.30035647,6440,0.405,4.335,1.282
1.3,7.838045,68.87236557,6444,0.407,4.335,1.283
1.3,7.891864,77.95859437,6448,0.408,4.335,1.283
1.3,7.948717,88.86218751,6451,0.409,4.335,1.283
1.3,8.00837,101.9459553,6453,0.41,4.334,1.284
1.3,8.070581,117.6470387,6454,0.411,4.334,1.285
1.3,8.135098,136.4891094,6455,0.412,4.333,1.286
1.3,8.201665,159.0981025,6456,0.413,4.332,1.287
1.3,8.27005,186.230153,6456,0.414,4.331,1.289
1.3,8.338293,217.9179476,6456,0.416,4.329,1.291
1.3,8.397255,249.6059881,6456,0.418,4.328,1.294
1.3,8.44916,281.2936964,6456,0.419,4.326,1.297
1.3,8.495519,312.9817395,6456,0.421,4.324,1.3
1.3,8.537403,344.6696158,6454,0.423,4.322,1.302
1.3,8.575601,376.3578683,6453,0.424,4.32,1.305
1.3,8.61071,408.0468222,6453,0.426,4.319,1.308
1.3,8.643191,439.7349656,6452,0.427,4.317,1.31
1.3,8.673411,471.4232526,6451,0.429,4.315,1.313
1.3,8.701664,503.1112168,6451,0.431,4.313,1.316
1.3,8.728191,534.7995092,6450,0.433,4.311,1.319
1.3,8.75319,566.4870679,6449,0.434,4.309,1.322
1.3,8.776828,598.1746443,6446,0.435,4.308,1.324
1.3,8.799246,629.8628588,6446,0.437,4.306,1.327
1.3,8.820563,661.5504969,6445,0.438,4.304,1.33
1.3,8.840883,693.2390206,6444,0.44,4.302,1.333
1.3,8.860294,724.9265403,6444,0.442,4.3,1.336
1.3,8.878876,756.6168345,6443,0.444,4.298,1.339
1.3,8.896694,788.3044896,6443,0.445,4.296,1.342
1.3,8.91381,819.9927263,6442,0.447,4.294,1.345
1.3,8.930276,851.6791198,6441,0.449,4.292,1.348
1.3,8.946142,883.3686857,6441,0.451,4.29,1.351
1.3,8.961448,915.0566889,6440,0.453,4.288,1.354
1.3,8.976233,946.744956,6439,0.454,4.286,1.357
1.3,8.990531,978.432793,6439,0.456,4.284,1.36
1.3,9.004373,1010.12007,6438,0.458,4.282,1.363
1.3,9.017789,1041.811147,6438,0.46,4.28,1.366
1.3,9.030802,1073.499879,6437,0.462,4.278,1.369
1.3,9.043433,1105.179957,6436,0.463,4.276,1.373
1.3,9.055711,1136.870507,6435,0.465,4.274,1.376
1.3,9.067651,1168.559956,6435,0.467,4.272,1.379
1.3,9.079272,1200.250789,6432,0.468,4.271,1.382
1.3,9.09059,1231.941258,6431,0.47,4.268,1.385
1.3,9.101616,1263.618571,6430,0.472,4.266,1.389
1.3,9.112374,1295.31084,6429,0.474,4.264,1.392
1.3,9.122871,1327.000236,6428,0.475,4.262,1.395
1.3,9.13312,1358.688814,6427,0.477,4.26,1.399
1.3,9.143134,1390.381562,6427,0.479,4.258,1.402
1.3,9.152921,1422.070083,6426,0.481,4.256,1.406
1.3,9.16249,1453.750911,6425,0.483,4.254,1.409
